"Accident_Number","Event_Date","Location","Country","Latitude","Longitude","Airport_Code","Airport_Name","Injury_Severity","Aircraft_Damage","Registration_Number","Make","Model","Schedule","Air_Carrier","Total_Fatal_Injuries","Total_Serious_Injuries","Total_Uninjured","Weather_Condition","Broad_Phase_of_Flight"
"IAD96IA098","6/17/96","JAMAICA, NY","United States","","","JFK","JFK INTERNATIONAL","Incident","Minor","N606FF","Boeing","747","SCHD","(DBA: TOWER AIR)","0","0","414","VMC","CRUISE"
"NYC96IA169","8/15/96","HOWARD BEACH, NY","United States","","","","","Incident","Minor","N24343","Boeing","727","SCHD","(DBA: TWA)","0","0","112","VMC","APPROACH"
"CHI97FA030","11/18/96","GRAND RAPIDS, MI","United States","","","GRR","KENT COUNTY INTERNATIONAL","Non-Fatal","","N9038U","Boeing","737","SCHD","(DBA: UNITED AIR LINES)","0","1","84","VMC","DESCENT"
"CHI95IA119","4/7/95","CHICAGO, IL","United States","","","ORD","O'HARE INT'L AIRPORT","Incident","Minor","N9090U","Boeing","737","SCHD","(DBA: UNITED AIR LINES)","0","0","116","VMC","TAKEOFF"
"CHI00LA269","7/31/00","CHICAGO, IL","United States","","","","","Non-Fatal","","N313UA","Boeing","737","SCHD","(DBA: UNITED AIRLINES)","0","1","117","VMC","DESCENT"
"LAX97IA243","7/14/97","ONTARIO, CA","United States","","","ONT","ONTARIO INTERNATIONAL","Incident","","N956UA","Boeing","737","SCHD","(DBA: UNITED AIRLINES)","0","0","113","VMC","APPROACH"
"CHI99LA184","6/11/99","MADISON, WI","United States","","","","","Non-Fatal","","N781UA","Boeing","777","SCHD","(DBA: UNITED AIRLINES)","0","1","287","VMC","DESCENT"
"CHI98IA164","5/18/98","MINNEAPOLIS, MN","United States","","","","","Incident","","N675UP","Boeing","747","NSCH","(DBA: UPS)","0","0","3","UNK","CRUISE"
"IAD99IA059","8/23/99","WASHINGTON, DC","United States","","","DCA","RON REAGAN NATIONAL ARPT","Incident","Minor","N926TS","Boeing","727","SCHD","(DBA: US AIRWAYS)","0","0","171","VMC","TAXI"
"NYC98LA193","9/27/98","ISLIP, NY","United States","","","ISP","LONG ISLAND MACARTHUR","Non-Fatal","Minor","N810EX","Bombardier","DHC-8","SCHD","(DBA: USAIRWAYS EXPRESS)","0","1","24","VMC","APPROACH"
"DCA08MA076","6/28/08","San Francisco, CA","United States","","","SFO","San Francisco International","Non-Fatal","Destroyed","N799AX","Boeing","767","NSCH","ABX Air (DBA: DHL)","0","0","2","","STANDING"
"FTW97IA119","3/10/97","DFW AIRPORT, TX","United States","","","DFW","DFW INTERNATIONAL","Incident","Minor","N909PG","Boeing","727","NSCH","AEROMEXPRESS","0","0","4","VMC","TAKEOFF"
"LAX07IA198","6/29/07","Los Angeles, CA","United States","33.9425","-118.407222","LAX","LOS ANGELES INTL","Incident","Minor","B-2470","Boeing","747","SCHD","Air China","0","0","237","VMC","TAKEOFF"
"NYC08LA062A","12/14/07","New York, NY","United States","40.658333","-73.786666","JFK","John F. Kennedy International","Non-Fatal","Substantial","B-2477","Boeing","747","SCHD","Air China Airlines","0","0","5","IMC","TAXI"
"LAX06FA063","12/19/05","Los Angeles, CA","United States","33.9425","-118.413333","KLAX","Los Angeles Intl","Non-Fatal","Substantial","VT-AIM","Boeing","747","SCHD","Air India","0","0","273","VMC","TAKEOFF"
"MIA96LA108","3/20/96","JACKSONVILLE, FL","United States","","","JAX","JACKSONVILLE INTL","Non-Fatal","Substantial","EICLK","Boeing","737","SCHD","AIR SOUTH AIRLINES, INC.","0","0","62","VMC","TAKEOFF"
"ATL95IA043","1/19/95","ATLANTA, GA","United States","","","ATL","HARTSFIELD ATLANTA INTL.","Incident","Minor","N4515W","Boeing","737","SCHD","AIR SOUTH, INC.","0","0","28","IMC","LANDING"
"ERA10LA041","10/26/09","Pleasant Grove, NC","United States","36.894444","-76.201111","","","Non-Fatal","","N935AT","Boeing","717","SCHD","Air Tran Airways","0","1","120","VMC","DESCENT"
"NYC03FA067","3/26/03","Flushing, NY","United States","40.777778","-73.875556","LGA","LaGuardia Airport","Non-Fatal","Minor","N957AT","Boeing","717","SCHD","Air Tran Airways","0","1","60","VMC","APPROACH"
"ERA09LA488","8/27/09","Inverness, FL","United States","29","-82.9","","","Non-Fatal","","N994AT","Boeing","717","SCHD","Airtran Airways (DBA: Airtran Airways)","0","1","85","IMC","CLIMB"
"DCA99MA007","11/1/98","ATLANTA, GA","United States","","","ATL","WILLIAM B HARTSFIELD INTL","Non-Fatal","Substantial","EICJW","Boeing","737","SCHD","AIRTRAN AIRWAYS INC","0","0","92","VMC","CLIMB"
"ATL04IA085","3/5/04","Atlanta, GA","United States","33.640277","-84.085277","ATL","THE WILLIAM B HARTSFIELD ATLAN","Incident","","N978AT","Boeing","717","SCHD","AIRTRAN AIRWAYS INC","0","0","118","VMC","TAKEOFF"
"SEA00IA019","11/11/99","PORTLAND, OR","United States","","","","","Incident","Minor","N772AS","Boeing","737","SCHD","ALASKA AIRLINES","0","0","145","UNK","CLIMB"
"ANC00IA010","11/2/99","JUNEAU, AK","United States","","","PAJN","JUNEAU INTERNATIONAL","Incident","","N792AS","Boeing","737","SCHD","ALASKA AIRLINES","0","0","58","VMC","LANDING"
"WPR09IA065","12/24/08","Seattle, WA","United States","47.449722","-122.311667","SEA","Seattle-Tacoma International","Incident","","N516AS","Boeing","737","SCHD","Alaska Airlines","0","0","141","IMC",""
"ANC09IA015","12/20/08","Sitka, AK","United States","57.047222","-135.361667","PASI","Sitka","Incident","","N771AS","Boeing","737","SCHD","Alaska Airlines (DBA: Alaska Airlines)","0","0","","VMC","STANDING"
"ENG08IA027","5/21/08","Miami, FL","United States","","","","","Incident","Minor","EI-UPO","McDonnell Douglas","MD-11","SCHD","Alitalia Airlines (DBA: Alitalia)","0","0","","","LANDING"
"IAD01LA110","11/26/00","Boston, MA","United States","","","","","Non-Fatal","","EI-CRL","Boeing","767","SCHD","ALITALIA LINEE AEREE ITALIANE SPA","0","2","","","DESCENT"
"LAX97FA164","4/18/97","LAS VEGAS, NV","United States","","","LAS","MC CARRAN INTERNATIONAL","Non-Fatal","","N313AW","Boeing","737","SCHD","AMERICA WEST AIRLINES","0","1","124","VMC","DESCENT"
"FTW97IA112","3/1/97","DENVER, CO","United States","","","DEN","DENVER INTERNATIONAL","Incident","Minor","N902AW","Boeing","757","SCHD","AMERICA WEST AIRLINES","0","0","101","VMC","TAXI"
"LAX99LA050","12/13/98","SACRAMENTO, CA","United States","","","","","Non-Fatal","","N328AW","Boeing","737","SCHD","AMERICA WEST AIRLINES, INC.","0","1","74","VMC","DESCENT"
"LAX95IA086","1/23/95","ALBUQUERQUE, NM","United States","","","ABQ","ALBUQUERQUE INT'L AIRPORT","Incident","","N155AW","Boeing","737","SCHD","AMERICA WEST AIRLINES, INC.","0","0","37","VMC","TAKEOFF"
"LAX00LA146","4/2/00","DALLAS, TX","United States","","","","","Non-Fatal","","N910AW","Boeing","757","SCHD","AMERICA WEST AIRLINES, INC.","0","1","196","IMC","CRUISE"
"LAX99FA315","9/20/99","AGUA CALIENTE, AZ","United States","","","","","Non-Fatal","","N904AW","Boeing","757","SCHD","AMERICA WEST AIRLINES, INC.","0","2","173","IMC","DESCENT"
"LAX99LA322","7/24/99","PHOENIX, AZ","United States","","","PHX","SKY HARBOR INTERNATIONAL","Non-Fatal","Substantial","N910AW","Boeing","757","SCHD","AMERICA WEST AIRLINES, INC. (DBA: AMERICA WEST AIRLINES, INC.)","0","0","196","VMC","TAXI"
"ENG12IA010","2/8/12","Jamaica, NY","United States","","","JFK","John F. Kennedy International","Incident","","N360AA","Boeing","767","SCHD","American Airlines","0","0","210","","TAKEOFF"
"CEN10LA240","4/29/10","Fort Dodge, IA","United States","","","","","Non-Fatal","","N320AA","Boeing","767","SCHD","American Airlines","0","1","172","",""
"DCA11FA050","1/3/11","Los Angeles, CA","United States","33.9425","-118.408056","LAX","Los Angeles","Non-Fatal","Substantial","N831NN","Boeing","737","SCHD","American Airlines","0","0","165","VMC","TAKEOFF"
"DCA01MA064","9/11/01","Arlington, VA","United States","","","","","Fatal(64)","Destroyed","N644AA","Boeing","757","SCHD","American Airlines","64","0","","","CRUISE"
"DCA01MA060","9/11/01","New York City, NY","United States","","","","","Fatal(92)","Destroyed","N334AA","Boeing","767","SCHD","American Airlines","92","0","","","CRUISE"
"ENG08IA011","1/30/08","West Palm Beach, FL","United States","26.683056","-80.095555","","","Incident","Minor","N624AA","Boeing","757","SCHD","AMERICAN AIRLINES COMMERCIAL FLIGHT OPERATIONS","0","0","140","VMC",""
"DCA04MA061","7/25/04","Miami, FL","United States","","","","","Non-Fatal","","N797AN","Boeing","777","SCHD","AMERICAN AIRLINES INC","0","1","216","VMC","CRUISE"
"ERA11CA511","9/29/11","Miami, FL","United States","25.766667","-80.291666","MIA","Miami International","Non-Fatal","","N804NN","Boeing","737","SCHD","AMERICAN AIRLINES INC","0","1","165","VMC","DESCENT"
"DCA16CA009","10/21/15","Dallas, TX","United States","32.897222","-97.037777","DFW","Dallas / Ft Worth","Non-Fatal","","N183AN","Boeing","757","SCHD","AMERICAN AIRLINES INC","0","1","166","UNK","STANDING"
"DCA11IA015","12/29/10","Jackson Hole, WY","United States","","","JAC","Jackson Hole Airport","Incident","","N668AA","Boeing","757","SCHD","AMERICAN AIRLINES INC","0","0","185","IMC","LANDING"
"DCA11FA004","10/26/10","Miami, FL","United States","","","MIA","","Non-Fatal","Substantial","N626AA","Boeing","757","SCHD","AMERICAN AIRLINES INC","0","0","160","","CRUISE"
"DCA16CA050","12/12/15","Buenos Aires, Argentina","Argentina","0","0","","N/A","Non-Fatal","","N784AN","Boeing","777","SCHD","AMERICAN AIRLINES INC","0","1","12","UNK",""
"WPR11LA203","4/11/11","","United States","35.893333","143.871667","NRT","Narita International Airport","Non-Fatal","","N766AN","Boeing","777","SCHD","AMERICAN AIRLINES INC","0","2","227","VMC","CLIMB"
"NYC01LA094A","4/9/01","Boston, MA","United States","42.364167","-71.005","BOS","GENERAL EDWARD LAWRENCE LOGAN","Non-Fatal","Minor","N328AA","Boeing","767","SCHD","AMERICAN AIRLINES INC (DBA: American Airlines Inc.)","0","0","271","IMC","TAXI"
"IAD02LA007","10/29/01","Dulles, VA","United States","38.944444","-77.455556","IAD","Washington Dulles Int'l Arpt","Non-Fatal","","N640A","Boeing","757","SCHD","AMERICAN AIRLINES INC (DBA: American Airlines)","0","1","148","VMC","STANDING"
"DFW07LA164","7/8/07","McAlester, OK","United States","34.8375","-95.770834","","","Non-Fatal","","N929AN","Boeing","737","SCHD","AMERICAN AIRLINES INC (DBA: American Airlines)","0","1","101","VMC","CLIMB"
"LAX96LA222B","6/6/96","SAN FRANCISCO, CA","United States","","","SFO","SAN FRANCISCO INTL","Non-Fatal","Minor","N335AA","Boeing","767","SCHD","AMERICAN AIRLINES, INC.","0","0","220","VMC","TAXI"
"CEN11IA198","2/20/11","Southlake, TX","United States","32.896944","-97.038055","DFW","Dallas-Fort Worth Int'l.","Incident","Minor","N945AN","Boeing","737","SCHD","American Airlines, Inc.","0","0","145","VMC","TAXI"
"LAX03LA193","6/12/03","Fort Worth, TX","United States","32.916667","-97.583333","DFW","Dallas/Fort Worth Internationa","Non-Fatal","","N451AA","McDonnell Douglas","MD-80","SCHD","American Airlines, Inc. (DBA: American Airlines, Inc.)","0","2","132","VMC","DESCENT"
"CHI98LA269","7/22/98","PEOTONE, IL","United States","","","","","Non-Fatal","","N335AA","Boeing","767","SCHD","AMERICAN AIRLINES, INC. (DBA: AMERICAN AIRLINES)","0","1","135","UNK","CLIMB"
"CHI08IA292","9/22/08","Chicago, IL","United States","41.978611","-87.904722","ORD","O'Hare International Airport","Incident","Minor","N197AN","Boeing","757","SCHD","American Airlines, Inc. (DBA: American Airlines)","0","0","192","","CRUISE"
"NYC99LA235","1/13/99","NEW YORK, NY","United States","","","LGA","LA GUARDIA","Non-Fatal","","N785AT","Boeing","727","SCHD","AMERICAN TRANS AIR","0","1","160","VMC","STANDING"
"NYC01LA023B","10/23/00","NEW YORK, NY","United States","","","LGA","LA GUARDIA","Non-Fatal","Minor","N786AT","Boeing","727","SCHD","AMERICAN TRANS AIR","0","0","81","VMC","TAXI"
"CHI00FA244","8/16/00","CHICAGO, IL","United States","","","MDW","CHICAGO MIDWAY","Non-Fatal","Substantial","N764AT","Boeing","727","SCHD","AMERICAN TRANS AIR","0","0","105","VMC","TAXI"
"MIA95LA196","8/5/95","ORLANDO, FL","United States","","","MCO","ORLANDO INTERNATIONAL","Non-Fatal","Substantial","N764AT","Boeing","727","SCHD","AMERICAN TRANS AIR","0","0","165","VMC","TAXI"
"CHI02LA128","5/11/02","Chicago, IL","United States","41.785833","-87.752222","MDW","Chicago Midway","Non-Fatal","Substantial","N552TZ","Boeing","757","SCHD","American Trans Air (DBA: American Trans Air)","0","0","92","VMC","TAXI"
"CHI96IA157","5/12/96","INDIANAPOLIS, IN","United States","","","","","Incident","","N775AT","Boeing","727","SCHD","AMERICAN TRANS AIR (DBA: ATA)","0","0","101","VMC","CRUISE"
"CHI03IA055","1/16/03","Indianapolis, IN","United States","39.717223","-86.294444","IND","INDIANAPOLIS INTL","Incident","Minor","N303TZ","Boeing","737","SCHD","AMERICAN TRANS AIR INC","0","0","79","IMC","TAXI"
"CHI05LA238","8/20/05","Chicago, IL","United States","41.7875","-87.754167","MDW","CHICAGO MIDWAY","Non-Fatal","Substantial","N557TZ","Boeing","757","SCHD","AMERICAN TRANS AIR INC","0","0","171","VMC","TAXI"
"CHI08IA065","1/8/08","Lincoln, NE","United States","40.851389","-96.765278","LNK","LINCOLN MUNI","Incident","","N733TW","Boeing","737","NSCH","Ameristar Air Cargo, Inc.","0","0","38","VMC",""
"NYC99LA029","11/30/98","JAMAICA, NY","United States","","","JFK","JOHN F KENNEDY INTL","Non-Fatal","Substantial","HL***","Boeing","747","SCHD","ASIANA AIRLINES","0","0","4","VMC","TAXI"
"DCA13MA120","7/6/13","San Francisco, CA","United States","37.613333","-122.363889","SFO","San Francisco International","Fatal(3)","Destroyed","HL7742","Boeing","777","SCHD","Asiana Airlines","3","50","117","VMC","APPROACH"
"ANC99FA012A","11/11/98","ANCHORAGE, AK","United States","","","ANC","ANCHORAGE INTERNATIONAL","Non-Fatal","Substantial","HL741","Boeing","747","SCHD","ASIANA AIRLINES (DBA: ASIANA)","0","0","249","IMC","TAXI"
"MIA97IA147","4/19/97","MIAMI, FL","United States","","","","","Incident","Minor","N639FE","Boeing","747","SCHD","ATLAS AIR","0","0","3","VMC","CRUISE"
"CEN11LA099A","12/4/10","Chicago, IL","United States","41.981389","-87.906667","ORD","Chicago O'Hare IAP","Non-Fatal","Minor","N499MC","Boeing","747","NSCH","ATLAS AIR INC","0","0","37","VMC","TAXI"
"DCA10FA090","8/16/10","Dulles, VA","United States","","","KIAD","Washington Dulles Internationa","Non-Fatal","","G-BNWU","Boeing","767","SCHD","BRITISH AIRWAYS","0","1","193","VMC","APPROACH"
"DCA15CA136","5/27/15","Windsor Locks, CT","United States","41.931667","-72.733056","","N/A","Non-Fatal","","G-VIIY","Boeing","777","SCHD","BRITISH AIRWAYS","0","1","197","VMC","DESCENT"
"DCA04IA066","8/11/04","Houston, TX","United States","","","IAH","HOUSTON INTERCONTINENTAL","Incident","Minor","G-VIID","Boeing","777","SCHD","British Airways","0","0","129","VMC","TAKEOFF"
"DCA10IA006","11/4/09","Dulles International Airport, VA","United States","38.9475","-77.46","IAD","Dulles International Airport","Incident","Minor","G-BNWY","Boeing","767","SCHD","British Airways PLC (DBA: Brithish Airways)","0","0","","VMC","TAXI"
"LAX05LA218","6/27/05","San Diego, CA","United States","32.733611","-117.189722","SAN","San Diego International","Non-Fatal","Substantial","N357KP","Boeing","727","NSCH","Capital Cargo International (DBA: Capital Cargo)","0","0","3","VMC","STANDING"
"MIA95LA218","9/6/95","MIAMI, FL","United States","","","MIA","MIAMI INTERNATIONAL","Non-Fatal","Substantial","N405KW","Boeing","737","SCHD","CARNIVAL AIR LINES, INC.","0","0","78","VMC","TAXI"
"MIA95IA238","9/26/95","FORT LAUDERDALE, FL","United States","","","FLL","FT. LAUDERDALE-HOLLYWOOD","Incident","","N404KW","Boeing","737","SCHD","CARNIVAL AIRLINES","0","0","162","VMC","TAKEOFF"
"ENG13IA016","2/25/13","Dallas, TX","United States","32.901944","-97.041944","","N/A","Incident","Minor","B18701","Boeing","747","SCHD","China Airlines","0","0","3","UNK","TAXI"
"ENG13IA027","5/19/13","Atlanta, GA","United States","33.640833","-84.427778","ATL","HARTSFIELD - JACKSON ATLANTA I","Incident","Minor","B18701","Boeing","747","SCHD","China Airlines Ltd.","0","0","3","VMC","APPROACH"
"NYC99IA024","11/6/98","NEWARK, NJ","United States","","","EWR","NEWARK INTL","Incident","Minor","N12318","Boeing","737","SCHD","CONTINENTAL AIR LINES","0","0","110","VMC","LANDING"
"MIA95IA134","5/19/95","BROOKSVILLE, FL","United States","","","","","Incident","","N76752","Boeing","727","SCHD","CONTINENTAL AIRLINES","0","1","130","VMC","CRUISE"
"MIA95LA133","5/19/95","TALLAHASSEE, FL","United States","","","","","Non-Fatal","","N60312","Boeing","737","SCHD","CONTINENTAL AIRLINES","0","1","94","VMC","CRUISE"
"SEA97IA219","9/27/97","SEATTLE, WA","United States","","","SEA","SEATTLE-TACOMA INTL","Incident","","N13331","Boeing","737","SCHD","CONTINENTAL AIRLINES","0","0","134","VMC","TAKEOFF"
"ENG09IA018","9/17/09","Newark, NJ","United States","","","EWR","Newark Liberty Airport","Incident","Minor","N66051","Boeing","767","SCHD","Continental Airlines","0","0","235","VMC","STANDING"
"MIA99FA252","9/12/99","WEST PALM BEACH, FL","United States","","","","","Non-Fatal","Substantial","N17356","Boeing","737","SCHD","CONTINENTAL AIRLINES (DBA: CONTINENTAL AIRLINES)","0","0","89","VMC","CLIMB"
"DFW06FA056","1/16/06","El Paso, TX","United States","31.8","-106.383333","KELP","El Paso International Airport","Fatal(1)","Minor","N32626","Boeing","737","SCHD","Continental Airlines (DBA: Continental Airlines)","1","0","119","VMC","STANDING"
"DCA11FA052","5/6/11","Greenville, MS","United States","33.469167","-90.983611","GLH","Mid Delta Regional Airport","Non-Fatal","Substantial","N12221","Boeing","737","NSCH","CONTINENTAL AIRLINES INC","0","0","2","","TAXI"
"DCA09MA021","12/20/08","Denver, CO","United States","","","KDEN","Denver International Airport","Non-Fatal","Substantial","N18611","Boeing","737","SCHD","CONTINENTAL AIRLINES INC","0","6","68","VMC","TAKEOFF"
"NYC06IA207","8/21/06","Newark, NJ","United States","40.6925","-74.168611","EWR","Newark Liberty","Incident","Minor","N14655","Boeing","737","SCHD","CONTINENTAL AIRLINES INC","0","0","1","VMC","TAXI"
"IAD05LA118A","8/8/05","Newark, NJ","United States","40.7","-74.172223","EWR","Newark Liberty International","Non-Fatal","Substantial","N73270","Boeing","737","SCHD","CONTINENTAL AIRLINES INC","0","0","205","VMC","TAXI"
"NYC07IA015","10/28/06","Newark, NJ","United States","40.6925","-74.168611","EWR","Newark International Airport","Incident","","N17105","Boeing","757","SCHD","CONTINENTAL AIRLINES INC","0","0","154","VMC","LANDING"
"DCA09IA071","8/3/09","Bavaro, Dominican Republic","Dominican Republic","19.736944","-68.554167","","","Incident","","N76156","Boeing","767","SCHD","CONTINENTAL AIRLINES INC","0","0","146","VMC","CRUISE"
"NYC05FA054","3/2/05","Newark, NJ","United States","40.698611","-74.17","EWR","Newark International Airport","Non-Fatal","Substantial","N78008","Boeing","777","SCHD","CONTINENTAL AIRLINES INC","0","0","214","VMC","TAKEOFF"
"DFW08IA087","3/27/08","Houston, TX","United States","30.007222","-95.313611","KIAH","George Bush Intercontinental","Incident","Minor","N23661","Boeing","737","SCHD","Continental Airlines Inc (DBA: Continental Airlines)","0","0","118","VMC","LANDING"
"FTW01IA183B","8/16/01","DFW Airport, TX","United States","32.896389","-97.0375","DFW","Dallas/Fort Worth Int'l","Incident","","N33635","Boeing","737","SCHD","Continental Airlines Inc (DBA: Continental Airlines)","0","0","190","VMC","TAXI"
